ID,lnc_10,lnc_11,lnc_19,lnc_20,lnc_21,lnc_25,lnc_26,lnc_27,lnc_40,lnc_41,lnc_46,lnc_47,lnc_16,lnc_17,lnc_18,lnc_31,lnc_33,lnc_34,lnc_35,lnc_44,lnc_45,lnc_5,lnc_6,lnc_7,lnc_8,lnc_9,lnc_13,lnc_14,lnc_15,lnc_23,lnc_24,lnc_28,lnc_29,lnc_30,lnc_36,lnc_37,lnc_38,lnc_39
LINC-MANEA-3,0.000182709,8.13E-05,6.95E-05,2.65E-05,2.98E-05,5.10E-05,0.000111612,4.11E-05,0,8.27E-05,0.00010053,2.96E-05,8.56E-05,3.81E-05,0.000318959,3.92E-05,0.000142949,1.72E-05,0.000117795,1.22E-05,0,1.24E-05,3.43E-05,0.000107365,9.58E-05,8.48E-05,3.41E-05,0,9.71E-05,2.26E-05,0.000125672,4.42E-05,8.17E-05,2.45E-05,0,3.40E-05,9.82E-05,0.000114746
LINC-MANEA-7,0.000196505,0.000287823,0.000195727,0.000137198,0,0.00019101,0.000457985,0.001108028,0,0.000421826,0,0.000189642,0.000576954,0.000518372,0.000194467,6.01E-05,0.000338541,0,0.000503757,0,0,0,0.000154768,0,0.000398274,0.000122693,0.000354919,0.00084918,0.000678918,2.09E-05,0.001104586,5.52E-05,0.000311378,0,0.000586653,0.000161677,0,3.73E-05
LINC-MANEAL-1,0,0.000285662,6.78E-05,0,0,0,0.000162021,0,3.34E-05,0,0.000179271,6.26E-05,0,0.000245729,0,0,0,0,0.000325282,2.73E-05,0,0,0.000149364,0.000189275,0,0,0,0,0,0,0.000899264,5.47E-05,0.000410903,0,0.000187616,0,0,0.000320893
LINC-MAP10-5,0,0.000132206,0.000227563,9.45E-05,6.47E-05,0.000106741,6.66E-05,0.000294742,1.10E-06,0.000675533,0.000154534,0,0,2.67E-05,0.000110857,0.000102507,5.01E-05,0.000148102,0,4.32E-05,0,1.42E-05,0.000401293,0.000490297,0,0.000722502,0,0.000418991,1.51E-05,0.000147688,0,0.000164294,0.00062949,0.000109224,0,0.000422244,2.31E-05,2.93E-05
LINC-MAP10-7,9.37E-05,0.000143223,5.86E-05,7.38E-05,3.62E-05,1.10E-05,5.73E-05,0.000114995,3.60E-05,6.39E-05,9.43E-05,5.21E-05,0.000170718,1.13E-05,0.000230662,1.19E-05,0.000122313,4.10E-05,9.69E-05,6.78E-06,1.09E-05,7.53E-06,0.000152713,6.85E-05,0.000309367,9.13E-05,9.25E-05,0.000321357,3.53E-05,1.89E-05,0.000196722,1.32E-05,0.000106042,5.97E-05,5.87E-05,5.04E-05,4.56E-05,0.000148899
LINC-MAP1LC3B2-7,0.000311488,0.000238325,0.000384871,0.000332516,0.000193006,0.000191208,0.00026655,0.000603192,0.000111642,0.000557348,0.000246112,0.000255436,0.000703698,0.000535568,0.000785898,0.0001232,0.000533041,9.21E-05,0.000701688,5.19E-05,6.95E-05,7.43E-05,0.001037507,7.35E-05,0.000289327,0,0.00013143,0.000716687,0.000273023,0.000150113,0.000392273,0.000266433,0.000494972,0.000299592,0.000220396,0.000263151,7.66E-05,0.000917605
LINC-MAP2K2-1,0,0.000738345,0.000319098,0.000138039,0.000284911,0.000326662,0.000646024,0.00101716,0.000455142,0.000393844,0.003125339,0.000463263,0.000192517,0.000590237,0.000720435,0.000520357,0.001159364,8.07E-05,0.001567788,0.000182042,0,0,0.001765279,0.002240595,0.002674318,0.000670415,0.000515203,0.000547145,0.000331886,0.000523745,0.001274293,0.000495691,0.00110195,0.000974689,0.00072487,0.000613883,0.000821118,0.002469232
LINC-MAP2K4-1,0.00099235,0.000609529,0.000865878,0.000914525,0.000185106,0.000129874,0.001025191,0.000576682,2.75E-05,0.000725766,0.000298741,0.000548812,0.001531402,0.000317359,0.001488204,9.90E-05,0.000699614,0.000145118,0.000761425,6.81E-05,7.54E-05,0,0.002656533,0.000976874,0.002768631,0.001377806,0.000363555,0.00143642,0.000365148,0.0002375,0.001236761,0.000733284,0.000427455,0.000980402,0.001058067,0.000293196,0,0.001296633
LINC-MAP3K4-2,0.000142638,0.000615526,0.000163643,0.000338464,0.000180777,6.16E-05,2.70E-05,0.000290104,0.000161096,0.000191098,5.64E-05,0.00012605,0.001206986,0.00041541,0.000936745,5.00E-06,0.000243982,4.20E-05,0.000494095,4.13E-05,0,4.59E-05,0.000503529,0.000202415,0.000746752,0.000455664,5.99E-05,0.001205801,0.000589029,9.53E-05,0.000429696,0.000129521,0.000112392,0.000274461,0.000335658,9.70E-05,0.000281049,0.000206258
LINC-MAP3K7-1,0.000153702,0.000139487,0.000108834,0.000101264,7.09E-05,4.44E-05,0.000122333,0.000279836,3.22E-05,0.000129861,0.000138321,7.26E-05,0.000344714,6.78E-05,0.000296122,3.01E-05,0.00022046,4.11E-05,0.00016503,2.58E-05,5.05E-06,4.01E-06,0.00031804,0.000157582,0.000460543,0.00027799,4.74E-05,0.000370889,0.00017017,4.30E-05,0.000290896,6.90E-05,0.000127103,0.000210769,9.75E-05,0.00015114,0.000125428,0.000301413
LINC-MAP3K7-19,0,0.000105617,2.92E-05,6.80E-05,0,1.28E-05,0.000100179,0.000407822,0,7.92E-05,0,6.68E-05,9.95E-05,0.000139727,8.85E-05,0,7.55E-05,8.73E-05,0.000368623,2.96E-05,0,0,0,0.000249532,0,0.00021663,0,0,0,2.46E-05,0,2.03E-05,0.000142028,0,0,0,8.65E-05,0
LINC-MAP3K8-2,4.22E-05,6.62E-05,5.75E-05,0,3.81E-05,3.79E-05,5.69E-05,0.000137111,1.12E-05,0.000100269,0.000105906,3.27E-05,0.000487602,9.48E-05,0.000175399,3.98E-05,5.66E-05,1.66E-05,0.000103102,0,0,1.39E-05,0.000126288,0.000202718,0.00036353,0.000104486,0,0.00019129,0.00019771,2.13E-05,0.000170744,3.89E-05,0.000243991,0.000132265,0.000141076,0,0.000112651,0.00012923
LINC-MAPK1-1,3.83E-05,6.02E-05,4.58E-05,3.42E-05,2.32E-05,2.74E-05,5.31E-05,7.13E-05,2.78E-05,6.53E-05,8.18E-05,5.60E-05,8.52E-05,2.58E-05,9.79E-05,3.56E-05,6.18E-05,1.31E-05,0.000101414,8.40E-06,6.31E-06,7.94E-06,8.69E-05,4.99E-05,0.000159639,6.90E-05,2.08E-05,8.06E-05,2.07E-05,1.31E-05,6.77E-05,4.37E-05,3.80E-05,4.38E-05,7.35E-05,1.54E-05,7.24E-05,9.36E-05
LINC-MAPK1-2,0.000235601,0.000319409,0.000113883,0.000172914,8.99E-05,3.89E-05,0.000191977,0.000224844,8.54E-05,0.000190059,0.000452528,5.54E-05,0.000423633,0.000146927,0.000781317,7.76E-05,0.000190401,4.70E-05,0.000347073,3.08E-05,0,5.92E-05,0.000233363,0.000232203,0.00043804,0.000385982,4.89E-05,0.000647459,0.000204394,3.28E-05,0.000404251,5.44E-05,9.84E-05,0.000251695,0.000111561,3.67E-05,7.90E-05,0.00028128
LINC-MAPK13-1,0.000192661,0.000114846,8.03E-05,6.58E-05,6.16E-05,2.85E-05,8.88E-05,0.000164327,4.55E-05,8.37E-05,0.000159319,7.73E-05,0.000227659,7.21E-05,0.00020663,7.35E-05,0.000183483,3.93E-05,0.00028016,3.59E-05,9.87E-06,8.37E-06,0.00024456,0.000111835,0.000327079,7.41E-05,5.75E-05,0.000169268,4.19E-05,2.59E-05,0.000141474,3.45E-05,0.000160775,0.000160548,0.000101102,6.86E-05,0.000189104,0.000255709
LINC-MAPRE2-1,0.00020788,0.000204776,8.25E-05,7.41E-05,6.12E-05,2.14E-05,0.000120821,0.000245884,1.83E-05,0.000229835,0.000124734,6.14E-05,2.53E-05,0.000141259,0.000161522,3.47E-05,4.09E-05,9.58E-06,0.000165222,1.15E-05,0,0,0.000234016,4.13E-05,0.000180699,0.000237182,4.09E-05,0.000141078,0.000185254,1.06E-05,0.000263752,3.36E-05,5.89E-05,0.000110074,9.00E-05,0.000115672,2.55E-05,8.24E-05
LINC-MAPRE2-2,0,0.000160077,0,0.000111933,0,0,0.000230143,0.000448892,5.50E-05,0.000298265,0.000259961,0,0,8.77E-05,0,0,0.000522512,0,0.000348668,5.70E-05,0,0,0.000370111,0.000275087,0.000249236,0,0,0.00110226,0,0,0.00045954,0,0,0.000229493,0.000289225,0,0,7.68E-05
LINC-MARCHF3-1,0.000233744,0.000349209,0.000127445,7.45E-05,8.25E-05,1.47E-05,0.000157185,0.000163994,3.66E-05,0.000230336,0.000210648,6.41E-05,0.000346544,4.75E-05,0.000288352,7.54E-05,0.000174098,2.02E-05,0.000252518,7.99E-06,4.70E-05,0,0.000318016,0.000136849,0.000465693,0.000268867,0,0.000307696,0.000183053,0.000129392,0.000167148,5.33E-05,2.64E-05,0.000138608,4.94E-05,9.02E-05,0.000129267,0.000141611
LINC-MARCHF6-2,1.05E-05,4.71E-05,5.47E-05,0.000116589,0.000127161,6.62E-06,9.63E-05,0.000393454,3.42E-05,0,0,0,0,0,0.000311335,0,6.15E-05,1.32E-05,0,1.85E-05,0,0,7.24E-05,0.000244816,0.000335953,0.000227119,6.99E-05,0.00012043,0.000319773,1.25E-05,0.00025246,0,0.000199422,0.000182692,0.000227982,4.25E-05,4.39E-05,0.000349097
LINC-MARK1-2,0,4.23E-05,2.22E-05,0,2.66E-05,0,2.57E-05,0.000159134,2.80E-05,6.07E-05,6.46E-05,1.72E-05,0,3.89E-05,0.000137078,0,0,0,0,0,0,0,0.000119987,6.44E-05,0,0.000263882,0,0,0.000242221,2.16E-05,0,6.16E-05,0.000106665,0,0.000256172,0,9.23E-05,3.15E-05
LINC-MARK1-8,0.000101041,9.50E-05,7.69E-05,8.05E-05,4.78E-05,3.45E-05,9.63E-05,0.000205897,3.79E-05,0.00012446,0.000142666,6.53E-05,0.000234191,0.000120135,0.000178358,4.01E-05,0.000122722,2.21E-05,0.000175668,2.34E-05,2.28E-05,9.02E-06,0.000142651,0.000155906,0.000201625,0.000101484,8.96E-05,0.00030079,8.19E-05,4.80E-05,0.000173212,5.43E-05,0.000100221,0.00018493,0.000122518,0.000109358,0.00010544,9.06E-05
LINC-MARVELD2-2,0.000507977,0.000308162,0.000351341,0.000191567,0.000307037,0.000148695,0.000248405,0.000479079,0.000222194,0.000314531,4.04E-05,9.37E-05,0.000457599,0.000452005,0.000862002,0.000184838,0.000561534,0.000101698,0.000305143,8.97E-05,6.75E-05,0,0.000875254,0.000262256,0.00072459,0.000525266,0.000294251,0.000206497,0.000328111,0.000111146,0.000534074,0.000617199,0.000699117,0.000468228,0.000340489,0.000214615,0.001078745,0.000494518
LINC-MAST4-1,3.88E-05,3.89E-05,3.53E-05,9.69E-05,4.25E-05,2.63E-05,5.71E-05,8.66E-05,2.41E-05,7.79E-05,4.36E-05,2.50E-05,7.13E-05,2.41E-05,0.000111868,2.97E-05,7.59E-05,1.69E-05,5.44E-05,2.04E-05,8.85E-06,1.54E-06,0.000189435,0.000107653,0.000256588,0.000134966,6.17E-05,0.000190323,8.80E-05,1.96E-05,8.99E-05,5.07E-05,8.91E-05,1.46E-05,0.000108254,2.89E-05,3.95E-05,8.59E-05
LINC-MAT2A-3,0,0.000320875,1.20E-05,5.34E-05,0,3.09E-05,7.92E-05,0,0,2.67E-05,0.000194461,0,1.13E-05,0,0,2.08E-05,0.000123176,2.15E-05,0,0,0,0,0.000181139,0,0,0.000280155,0,0,0.000208102,3.50E-05,0.000148579,2.30E-05,0.00013472,6.03E-05,0.00022791,0,0,0.00013012
LINC-MAT2B-1,0.000377218,0.00054919,0.000474549,0.000354605,0.000322851,0.000222456,0.00053085,0.001260002,0.000170158,0.00045934,0.000607313,0.000259028,0.00148728,0.000555953,0.000606374,7.32E-05,0.000460359,0.000119357,0.00084625,0.000105449,0.000123837,3.80E-05,0.001563741,0.000804875,0.001877485,0.000275315,0.000455501,0.001334633,0.000245617,0.000125059,0.000734616,0.000184501,0.000520232,0.00064352,0.000591431,0.000383646,0.000359748,0.000598575
LINC-MATN1-10,2.05E-05,5.98E-05,7.33E-05,4.94E-05,3.08E-05,2.56E-05,2.29E-05,0.000114809,2.41E-05,2.06E-05,7.48E-05,3.08E-05,0.000291219,0.000101819,2.05E-05,4.95E-05,0.000127631,8.54E-06,0.000132234,4.41E-05,1.10E-05,8.83E-06,0.000154887,0,0.000317724,6.82E-05,1.83E-05,9.38E-05,4.65E-05,6.32E-06,0.000271194,1.83E-05,0.00011508,0.000114115,8.03E-05,3.48E-05,0,0.000158171
LINC-MAX-3,5.73E-05,8.33E-05,3.46E-05,5.42E-05,3.18E-05,2.62E-05,4.75E-05,0.000153771,2.30E-05,8.56E-05,6.38E-05,6.03E-05,0.00013823,5.78E-05,0.000166065,1.91E-05,6.23E-05,1.58E-05,9.91E-05,2.13E-05,1.08E-05,1.21E-05,0.000155899,7.99E-05,0.000281004,8.08E-05,6.01E-05,0.000121718,6.05E-05,2.43E-05,0.000109872,3.93E-05,4.61E-05,8.57E-05,8.21E-05,2.18E-05,7.58E-05,9.79E-05
LINC-MBD5-1,6.56E-05,7.87E-05,5.14E-05,6.61E-05,3.50E-05,1.77E-05,5.42E-05,0.000114518,1.66E-05,7.32E-05,6.63E-05,4.71E-05,0.000140748,7.62E-05,0.000106993,3.39E-05,0.000173781,1.22E-05,0.00015033,1.44E-05,9.14E-06,4.65E-06,9.51E-05,0.000101238,0.000209893,7.04E-05,1.31E-05,0.00012608,0.000112704,2.75E-05,0.000119307,6.52E-05,5.11E-05,3.29E-05,9.06E-05,2.70E-05,1.81E-05,0.000138822
LINC-MBL2-1,1.27E-05,3.54E-05,1.85E-05,8.09E-05,2.43E-05,2.02E-06,5.39E-05,2.10E-05,2.37E-05,4.81E-05,4.75E-05,3.15E-05,0.000264996,1.63E-05,4.05E-06,2.49E-05,0.000127182,2.66E-06,2.13E-05,3.01E-05,2.12E-05,0,4.12E-05,4.75E-05,0.000104375,5.09E-05,0,0.000385842,9.63E-05,2.13E-05,8.26E-05,2.20E-05,0.000175213,0.00019929,0.000148943,5.62E-05,1.43E-05,0
LINC-MBL2-7,3.88E-05,7.48E-05,4.09E-05,4.03E-05,4.01E-05,2.70E-05,4.88E-05,0.000169427,3.03E-05,5.60E-05,4.94E-05,2.34E-05,0.000178604,7.21E-05,0.000132614,3.99E-05,9.44E-05,1.55E-05,0.000112636,1.17E-05,1.55E-05,9.58E-06,0.000188547,0.00015484,0.000278262,0.00012002,4.67E-05,0.000176861,0.000100293,2.11E-05,0.000115357,3.90E-05,0.000102651,7.30E-05,5.55E-05,2.11E-05,8.14E-05,0.00015797
LINC-MBNL1-2,4.24E-05,5.49E-05,1.99E-05,2.29E-05,1.99E-05,1.45E-05,4.16E-05,7.88E-05,1.02E-05,6.96E-05,0.000100258,3.21E-05,7.42E-05,5.59E-05,7.09E-05,2.28E-05,6.63E-05,1.29E-05,8.25E-05,1.01E-05,9.05E-06,3.55E-05,0.000102293,8.22E-05,0.000189293,6.54E-05,2.87E-05,0.000130132,4.25E-05,1.93E-05,8.65E-05,1.80E-05,6.28E-05,8.01E-05,5.07E-05,4.69E-05,3.69E-05,7.19E-05
LINC-MBP-1,0.000714111,0,0.000195599,0.000373571,0.000289156,6.44E-05,0.000164346,0,0.000131685,0,0.000242984,0.000314091,0.000153025,8.15E-05,0.000140737,0.000303375,0.000489932,2.99E-05,0.000324452,8.85E-05,0,0,0.000118878,0.002102799,0.000598241,0.000529898,0.000128819,0.000626936,0.000273838,0.00012933,0.000732256,0.00014001,0.000403931,0.000109436,0,0,0.000588815,7.15E-05
LINC-MCL1-1,0.000289689,0.000341551,0.000188654,0.000247882,0.000104824,9.80E-05,0.000276181,0.000461524,8.57E-05,0.000385243,0.000226963,0.000155373,0.0003742,0.000302894,0.000400732,0.000104754,0.000617187,0.000109257,0.00052032,5.84E-05,3.07E-05,7.32E-05,0.000662462,0.000440836,0.001052602,0.000502002,0.000189407,0.000479544,0.00028232,0.000199465,0.000475379,0.00018966,0.000448198,0.00029415,0.000253838,0.000145594,0.000280738,0.000462447
LINC-MCM9-1,6.99E-05,0.000124074,2.27E-05,2.80E-05,1.77E-05,2.52E-05,4.35E-05,0.000286106,1.38E-05,0,0.0001257,6.88E-06,5.11E-05,7.12E-05,9.31E-05,4.19E-05,0.000268042,3.38E-05,0.000110995,2.90E-06,6.15E-05,1.96E-05,0.000255857,4.17E-05,0.000121597,5.33E-05,2.06E-05,0.00017792,5.34E-05,3.19E-05,8.87E-05,2.26E-05,0.000106841,0.000129524,9.08E-05,3.88E-05,0,0.000237446
LINC-MCMDC2-1,0.000337051,1.68E-05,0.000112585,0,7.72E-05,6.75E-05,6.65E-05,0.000213896,7.19E-06,0.000243569,0.00013025,0.000122788,0.000146117,0.000193467,0.000315251,7.87E-05,0.000178286,3.64E-05,0.000396447,2.95E-05,9.93E-06,7.42E-05,7.97E-05,0.000232962,0,0.000104476,1.44E-05,0.00016916,4.74E-05,7.69E-05,0.00017838,7.38E-05,0.000137801,8.73E-05,9.38E-05,0.000141564,0.000166397,0.000234713
LINC-MCPH1-1,0.000188535,0.000130224,4.95E-05,6.14E-05,2.79E-05,3.57E-05,9.09E-05,0.00021388,1.99E-05,8.53E-05,6.67E-05,4.07E-05,0.000126143,9.93E-05,0.000221666,6.63E-05,0.00022124,1.97E-05,0.000138597,2.93E-05,0,2.19E-05,7.68E-05,0.00012311,0.000126287,4.71E-05,2.14E-05,0.000283677,0.000140862,4.32E-05,0.000176074,5.88E-05,4.78E-05,0.000167477,0.000150881,9.50E-05,0.000107145,8.02E-05
LINC-MCPH1-8,0.000729398,0.000436821,0.000389131,0.000282454,0.000190997,0.000112503,0.000212368,0.000951242,0,2.97E-05,0.000229918,0.000164308,0.000191459,7.66E-05,0.000269923,0.000133592,0.000163952,0.000187367,0.000610077,4.99E-05,0,4.09E-06,0.001696934,0.001032495,0.001819009,0.0002052,8.53E-05,0,0.000418255,0.000179185,0.000781984,0.000279751,4.05E-05,0.000363557,0.000376796,0.000139423,0.000750478,0.000299642
LINC-MCTP2-10,6.63E-05,8.22E-05,4.87E-05,5.16E-05,1.20E-05,1.93E-05,6.90E-05,5.70E-05,1.42E-05,4.62E-05,8.29E-05,6.09E-05,0.000133846,7.07E-05,8.87E-05,3.18E-05,5.32E-05,2.27E-05,8.60E-05,1.70E-05,1.96E-06,8.28E-06,0.000133643,9.70E-05,0.000175903,6.08E-05,2.47E-05,7.76E-05,7.07E-05,2.41E-05,9.36E-05,3.39E-05,0.000115974,5.73E-05,4.69E-05,3.13E-05,6.26E-05,7.70E-05
LINC-MCTP2-4,0,0.000186542,0,6.70E-05,3.92E-05,4.02E-05,0.000164441,0.000135982,1.37E-05,0,0.000115015,9.37E-05,0.0002239,9.72E-05,0.00033661,0,0.000176189,6.82E-06,0.000177482,2.00E-05,0,1.28E-05,0.000261135,6.14E-05,0.000424437,0,2.89E-05,0.000414261,7.99E-05,1.96E-05,0.000194561,7.12E-05,8.57E-05,0.000133298,6.45E-05,2.60E-05,0.00014312,0.000231991
LINC-MCUB-3,0.000618959,0.000327921,5.31E-05,5.76E-05,5.64E-05,2.36E-05,0.00029708,0.000119802,0.00014167,0,0.000135663,8.82E-05,0.001151355,0,0.001068545,3.79E-05,0.000134799,3.28E-05,0.000362121,0,0,0,0.000253487,0,0.000761653,0.000269212,0.000281701,0.001355431,0,0,0.000312836,3.85E-05,0,0.000235855,0.000149335,0,0,0.000320423
LINC-MCUR1-1,0,0,0,0,3.29E-05,4.03E-05,5.04E-05,0,0,0,0,0,0.000146745,0.000251429,0,0,0.000349003,0,0.000279235,0,0,4.02E-05,0,0,0,0,9.06E-05,0.000911858,0,0,0,0.000141377,0,0,0,0,0,6.62E-05
LINC-MDFIC-5,0.000198798,0,0,0.000199852,0,2.17E-05,0.000116661,0.000115982,4.51E-05,0.000200638,8.37E-05,0,0,0,0,0.000178824,0.000137799,3.03E-05,0.000137826,2.65E-05,0,0,0.000490647,0,0.000630729,0.000327785,0,0.000429231,0.000477883,8.38E-05,5.30E-05,0.000185995,0,8.73E-05,0.000517149,0,0,4.72E-05
LINC-MDGA2-4,4.00E-05,0.000185414,6.81E-05,7.98E-05,3.14E-05,2.74E-05,5.15E-05,0.000254247,4.37E-05,6.77E-05,7.67E-05,6.79E-05,0.000220724,9.61E-05,0.00019427,5.73E-05,0.000184485,2.04E-05,0.000153754,1.72E-05,8.49E-06,1.39E-05,0.000177713,9.71E-05,0.000323734,8.42E-05,1.79E-05,0.00023323,0.000157524,6.24E-05,0.000250561,8.87E-05,0.000147492,0.000140996,0.00014025,1.57E-05,0.000114275,0.000209845
LINC-MDM1-2,0.000280589,0.000555934,0.000343825,0.000200897,0.000193413,0.000123275,0.000575778,0.000725996,0.00025783,0.001036918,0.001702889,0.000592089,0.001052827,0.001081023,0.000751242,0.000226738,0.000475906,0.000292638,0.001390557,0.000144473,5.04E-05,7.65E-05,0.001441508,0.000755626,0.001115697,0.000476806,0.000190474,0.000735332,0.000641276,0.000178211,0.000907397,0.000449689,0.001050738,0.001125151,0.000891096,0.001073139,0.00068812,0.001410783
LINC-MDM1-5,3.14E-05,6.22E-05,1.02E-05,4.40E-05,2.03E-05,7.43E-06,2.32E-05,0,1.20E-05,0.000144124,2.91E-05,7.24E-05,8.47E-05,3.99E-05,3.12E-05,5.02E-06,0.000181841,1.96E-05,0.00012933,1.62E-05,8.63E-06,3.52E-05,3.88E-05,1.38E-05,5.27E-05,8.21E-05,1.41E-05,7.12E-05,6.95E-05,4.92E-05,0.000103288,6.20E-05,5.58E-05,0.00012423,0.000215667,1.37E-05,5.31E-05,6.52E-05
LINC-MDM1-7,5.12E-05,0.000112323,5.42E-05,6.23E-05,3.41E-05,2.23E-05,9.48E-05,1.00E-04,3.94E-05,0.000119046,0.00021216,5.25E-05,0.000215945,0.000128111,0.000128639,5.07E-05,9.13E-05,1.99E-05,0.000267603,2.21E-05,8.42E-06,1.40E-05,0.00026546,0.000125246,0.00031,8.96E-05,4.82E-05,0.000230592,5.05E-05,3.28E-05,0.000106843,4.35E-05,8.27E-05,0.000132595,8.61E-05,6.89E-05,6.82E-05,0.000213165
LINC-MDM4-2,0.000670182,0.000216624,0.000227665,0.000386519,0.000149596,0.000300281,0.001591788,0.001336374,5.02E-05,0.003593538,0.002123807,0.00025061,0.000875301,0.000971777,0.000793477,0.000653248,0.001489019,0.000220368,0.002486298,0.00012948,0.00012343,0.00051504,0.000449721,0.000623457,0.000341611,0.000129583,0.000360607,0,0.000527579,0.00075422,0.002203613,0.00082713,0.000828016,0.002032786,0.001524699,0.001026909,0.002046936,0.000329604
LINC-MED10-2,0,0.000170025,0.00016857,0,0,2.48E-05,0.000248029,0.000125777,2.94E-05,0,0.000145225,0.000142535,0,0,0.000474136,0.000163875,0.000707287,0,0.000515801,0,0,0,0.000921922,0.000589405,0.000263699,0,0,0,0,0,0.000326647,8.23E-05,0.000180595,0,0.000314411,0.000122972,0.000172271,0
LINC-MED13-1,0.001164081,0.001761507,0.00282975,0.004078429,0.000802863,0.000431209,0.002208599,0.001699026,0.001207205,0.001162172,0.00211322,0.003013499,0.002837801,0.000964772,0.001580389,0.0010171,0.002341759,0.000467945,0.004501842,0.000784932,0.000142023,0.000328516,0.008397567,0.003582178,0.0078112,0.001087326,0.00183232,0.005867945,0.001717372,0.000959054,0.003785612,0.003734751,0.004833967,0.001618658,0.000899461,0.00064,0.000936756,0.007477933
LINC-MED13L-11,2.74E-05,1.91E-05,1.78E-05,2.23E-05,1.05E-05,2.52E-05,1.08E-05,0.000206046,7.52E-05,5.38E-05,7.27E-05,1.59E-05,0.000212151,4.93E-05,0,8.95E-06,5.52E-05,0,0.000128241,2.02E-05,1.42E-05,0,0.000172514,0.00017362,0.000211714,0,0,0.000294875,0.000180327,1.23E-05,8.30E-05,2.63E-05,6.21E-05,2.18E-05,9.54E-05,4.46E-05,5.99E-05,0.000110567
LINC-MED13L-13,8.90E-05,0,0.00023627,0.000240391,0,0.00010319,0,0.000549731,7.20E-05,8.00E-05,0.000211145,9.00E-05,0.000403029,0.00018822,0.000178696,6.01E-05,0.000228424,8.83E-05,0,3.99E-05,3.96E-05,2.79E-05,0,0.000924931,0.001478023,0.000219183,0,0.000676853,0,4.97E-05,0,0.000102582,0,0.000341543,0.000168542,5.97E-05,0.000349508,0.000248517
LINC-MED13L-14,0.000261956,0.000187121,0.0002589,0.000679302,3.24E-05,0.000198664,0.000409649,0.001173392,2.90E-05,0.001046917,6.35E-05,0.000493592,0.000433766,0.000316925,0.001378133,0,0.000442309,0,0.000199466,0.000149979,0,7.33E-05,0.001057708,0,0.000174744,0,0,0,0.00025586,0.00021295,0,0.000164933,0.000127141,0.000350953,0.000110316,0.000103755,0.000405614,0.001361465
LINC-MED13L-17,0.000236445,0.000208888,0.000176468,0.000138538,8.46E-05,3.99E-05,0.000182254,0.000342943,7.04E-05,0.000110426,0.000116957,0.000148936,0.000164235,0.00017104,0.00034399,2.84E-05,0.00022641,3.03E-05,0.000310837,5.02E-05,2.96E-05,3.19E-05,0.000317603,0.00020907,0.000602814,0.000254493,4.89E-05,0.000303531,0.000203783,6.90E-05,0.000324576,0.000133772,0.000185056,0.000172968,0.000124659,9.39E-05,0.000122303,0.000338028
LINC-MED13L-2,0.00011681,0.000373618,0.000171082,0.000257395,7.88E-05,7.11E-05,0.000109925,0.000785571,4.73E-05,0.000199118,0.000205055,0.000100444,0.000258973,6.94E-05,0.000586336,0.000117049,0.000539893,4.20E-05,0.000496563,4.26E-05,4.48E-05,5.85E-05,0.000552045,0.000159096,0.00052118,0.000390418,2.56E-05,0.000269608,0.00024011,9.57E-05,0.000337031,0.000160397,0.00017906,0.000185919,8.49E-05,0.000117522,0.000126839,0.000600351
LINC-MED13L-9,0,0.000685416,0.000226115,0,0.000209209,5.28E-05,7.18E-05,0.000516014,0,0,0.00030998,1.84E-07,0.000829753,0.000471927,0.00029466,0,0.000331247,4.03E-05,0.000438963,6.67E-05,0,0,0.000305471,0.00027721,0.000469772,0.00023275,0.000501179,0.000481838,0.000165943,3.08E-05,0.000936629,4.96E-05,0.000344078,0,0,0.000153471,0,0.000221781
LINC-MED14-1,0.000128484,0.000209692,4.34E-05,9.62E-05,2.40E-05,0,0,0,9.73E-05,0.000325748,0,0,0.000141202,0,0.000509542,6.52E-05,0.000551457,0,0,3.07E-05,0,0,0.000109351,0,0.000330273,0.000386028,0,0,0,3.77E-05,0.000373037,9.33E-05,0.000216454,9.74E-05,0,8.87E-05,0.000129348,0.000250442
LINC-MED15-1,0.000157132,5.20E-05,3.38E-05,5.91E-05,3.97E-05,1.65E-05,3.25E-05,7.29E-05,2.48E-05,6.75E-05,0.00011853,5.51E-05,0.000198283,8.76E-05,7.06E-05,1.24E-05,0.000135207,9.27E-06,0.000171575,1.39E-05,2.99E-05,0,0.000180678,1.10E-05,6.78E-05,0.000106995,2.66E-06,0.000145872,2.75E-05,2.69E-05,8.19E-05,2.71E-05,6.65E-05,7.03E-05,2.77E-05,1.68E-05,5.72E-05,0.000105021
LINC-MED16-1,4.11E-05,0.00010379,7.01E-05,0.000110126,2.29E-05,3.05E-05,9.36E-05,3.10E-05,1.65E-05,0.000147329,6.92E-05,0.000189569,0.000182149,7.61E-05,0.000107981,2.76E-05,3.59E-05,2.44E-05,0.000215523,6.51E-05,0,3.04E-05,0.000282983,0.000142112,0.000187317,6.66E-05,0.000179873,0.000267427,1.37E-05,6.60E-05,0.000124389,1.92E-05,0.00023167,0.000121811,0,3.11E-05,0.000100431,0.00015117
LINC-MEF2C-2,0,0.000103276,0,0,0,0,0.000164527,0,3.65E-05,0,0,0,0,0,0.000202536,0,0,0,0,6.38E-05,0,0,0.00032988,0.001235019,0.000164364,0,0,0,0,0,0,0,0.000113536,0,0,0,0,0
