ID,lnc_10,lnc_11,lnc_19,lnc_20,lnc_21,lnc_25,lnc_26,lnc_27,lnc_40,lnc_41,lnc_46,lnc_47,lnc_16,lnc_17,lnc_18,lnc_31,lnc_33,lnc_34,lnc_35,lnc_44,lnc_45,lnc_5,lnc_6,lnc_7,lnc_8,lnc_9,lnc_13,lnc_14,lnc_15,lnc_23,lnc_24,lnc_28,lnc_29,lnc_30,lnc_36,lnc_37,lnc_38,lnc_39
LINC-A2M-1,0.000168056,0.00018591,0.000167999,0.000179725,0.000130506,6.90E-05,0.000215121,0.000222404,4.01E-05,0.000203297,0.000219806,0.000158648,0.000373217,0.000444284,0.000561903,0.000109735,0.000222052,6.00E-05,0.000373568,4.51E-05,1.04E-05,1.70E-05,0.000461801,0.000465139,0.001517317,0.000278892,9.63E-05,0.00012001,6.25E-05,0.000154403,0.00042309,0.000215238,0.00032514,0.000221461,0.000193672,0.000180124,0.000333895,0.00141489
LINC-A4GALT-2,8.27E-05,6.86E-05,0.000104423,5.71E-05,0.00012839,8.09E-05,6.51E-05,0.000344786,6.26E-05,0,7.26E-05,7.70E-05,0.000103601,0.000202471,0.000184427,3.70E-05,1.99E-05,0.0001084,0.000175661,4.31E-05,3.61E-05,0,0.00016895,0.000156715,0.000413004,3.43E-05,6.98E-05,0.000164931,0,2.14E-05,0.000139272,0.000110498,6.26E-05,0.000113107,0.000123174,0,6.20E-05,9.81E-05
LINC-AACS-6,0.000148884,0.000102872,6.49E-05,0.000144195,3.53E-05,2.60E-05,7.31E-05,5.74E-05,3.49E-05,2.98E-05,0.000106,5.39E-05,0.000220471,0.000112791,0.000183236,3.89E-05,0.000161127,2.36E-05,0.000147231,2.53E-05,2.98E-06,1.60E-05,0.000175524,0.00018379,5.75E-05,6.33E-05,3.98E-05,0.000148623,5.20E-05,1.50E-05,0.000170892,4.30E-05,0.000121775,0.00017146,5.15E-05,6.68E-05,4.98E-05,0.000128576
LINC-AADAT-9,9.93E-05,5.37E-05,6.08E-05,8.20E-05,2.44E-05,9.67E-06,0.000111584,0.000244929,3.11E-05,4.57E-05,5.23E-05,7.87E-05,0.000163382,0.000104428,0.00020108,3.61E-05,4.94E-05,2.98E-05,0.000201852,3.33E-05,7.00E-05,0,0.000200625,0.000153597,0.000849406,0.000262515,5.55E-05,0.000553208,4.00E-05,5.39E-05,7.23E-05,2.99E-05,1.92E-05,7.60E-05,1.20E-05,0,0,5.31E-05
LINC-AARSD1-2,0.000101047,0.000167173,2.20E-05,5.40E-05,4.60E-05,3.04E-05,5.10E-05,0.000164413,1.38E-05,6.47E-05,8.72E-05,1.89E-05,7.52E-05,5.89E-05,0.000169562,3.74E-05,0.000177334,6.88E-06,2.56E-05,1.61E-05,0,1.31E-05,0.000171499,0.000185556,0.000152694,0.000296794,8.77E-05,0.00026072,0.000201227,2.47E-05,0,1.59E-05,5.18E-05,0,6.51E-05,2.64E-05,7.22E-05,0.000116824
LINC-ABAT-1,5.93E-05,0.000149753,9.63E-05,4.91E-05,3.85E-05,1.22E-05,6.04E-05,0.000126125,6.50E-05,2.76E-05,6.17E-05,0.000114142,0.000226628,8.54E-05,0.000104113,2.54E-05,6.07E-05,3.14E-05,0.000122996,2.48E-05,2.05E-05,1.28E-05,0.000163286,0.00012485,0.000259887,4.23E-05,6.41E-05,0.000237345,6.13E-05,4.61E-05,0.000110063,4.68E-05,5.99E-05,8.60E-05,7.74E-05,1.24E-05,5.79E-05,0.000108005
LINC-ABCG1-1,0.000116271,7.57E-05,5.83E-05,7.26E-05,3.87E-05,4.35E-05,7.71E-05,0.00019308,3.03E-05,6.18E-05,4.36E-05,4.17E-05,0.000122443,7.89E-05,0.000164953,4.53E-05,7.40E-05,1.73E-05,0.00011414,1.21E-05,1.41E-05,1.89E-05,0.000241695,0.000134347,0.000103194,0.000137267,9.52E-06,0.000122323,0.000107381,2.59E-05,0.000116645,9.78E-05,0.000105688,0.00012911,6.80E-05,6.47E-05,7.91E-06,6.57E-05
LINC-ABCG1-2,0.00018297,0,6.01E-05,2.39E-05,1.20E-05,8.82E-06,6.94E-05,4.80E-05,8.90E-05,0.000109967,0.000146427,3.13E-05,0.000137613,9.82E-05,0.000185203,1.46E-05,0,4.82E-05,4.27E-05,6.80E-06,0,0,0.000215892,0.00023037,0.000229235,8.00E-05,0,9.44E-05,0,8.44E-06,0.000182682,0.000111041,0.000126779,0,5.77E-05,0,0,2.85E-05
LINC-ABHD11-3,7.70E-05,7.79E-05,5.68E-05,0,5.23E-05,8.90E-05,8.00E-05,5.82E-05,5.52E-05,0,0,3.89E-05,0.00023095,0.000115956,5.77E-05,7.04E-05,9.89E-05,0,0.000160358,1.27E-05,0,0,0,0.000145734,0.000367093,0.000146339,0,0.000280749,2.67E-06,2.67E-05,0.00025906,7.04E-05,0,0.000207556,0,5.21E-05,3.79E-05,0
LINC-ABHD17A-1,0.000201667,0.000167262,0.000134854,0.000274758,6.26E-05,5.22E-05,0.000115025,0.000221015,4.84E-05,0.000130741,9.22E-05,0.000196648,0.00017755,0.000172143,0.000303344,0.000115486,0.000173941,4.06E-05,0.000362957,5.52E-05,2.41E-05,2.67E-05,0.000264709,0.000259947,0.000274766,0.000279221,6.56E-05,0.000189887,0.000169356,6.01E-05,0.000223602,0.000271145,0.000316299,0.000163333,5.88E-05,8.12E-05,9.55E-05,0.000783659
LINC-ABHD2-2,8.88E-05,3.56E-05,3.20E-05,6.64E-05,2.78E-05,1.74E-05,3.64E-05,0.000143675,1.41E-05,3.97E-05,3.11E-05,2.39E-05,5.66E-05,3.87E-05,0.000124627,2.25E-05,0.000209854,1.36E-05,9.76E-05,1.65E-05,0,3.76E-06,4.27E-05,5.56E-05,9.02E-05,0.000102522,6.87E-05,8.22E-05,0.000117435,1.66E-05,9.74E-05,3.86E-05,6.34E-05,4.90E-05,4.99E-05,2.58E-05,3.66E-05,0.000112347
LINC-ABLIM1-1,0.00019127,0.000114767,5.55E-05,7.66E-05,4.49E-05,6.59E-05,0.000115622,0.000276602,2.49E-05,4.98E-05,0.000145822,4.26E-05,0.000254809,0.000137997,0.000189054,5.81E-05,0.000128525,2.20E-05,0.000195057,7.60E-06,1.09E-05,2.27E-05,8.51E-05,9.11E-05,0.000163883,0.000102481,8.74E-06,0.000172213,0.000102884,4.00E-05,9.79E-05,4.56E-05,0.000135826,8.30E-05,5.66E-05,4.34E-05,3.28E-05,7.55E-05
LINC-ABTB1-1,0.000101133,5.62E-05,9.39E-05,0.000167118,6.23E-05,3.22E-05,0.000125599,0.000156355,1.91E-05,3.91E-05,8.32E-05,6.71E-05,0.000162667,0.000106021,0.000125235,5.81E-05,0.000180695,2.64E-05,0.000169187,1.82E-05,0,2.33E-05,0.000154889,6.62E-05,0.000230197,8.92E-05,5.73E-05,0.000152326,8.28E-05,3.01E-05,8.28E-05,0.000110134,8.98E-05,4.99E-05,4.98E-05,3.38E-05,7.17E-05,0.000290717
LINC-AC004922.1-1,4.62E-05,5.70E-05,2.42E-05,3.20E-05,2.72E-05,1.87E-05,4.25E-05,0.000226039,2.09E-05,0.000109059,4.59E-05,4.07E-05,8.75E-05,6.76E-05,6.56E-05,2.20E-05,5.82E-05,4.89E-06,0.000101077,1.18E-05,1.48E-05,0,0.000130545,3.96E-05,0.00017381,0.000132735,7.11E-05,0.000160489,2.95E-05,2.79E-05,0.000117894,5.27E-05,8.43E-05,6.45E-05,0.000124485,5.51E-05,4.11E-05,0.000109329
LINC-AC004922.1-3,0.000116387,0.000146301,4.28E-05,0.000136444,0.000103079,4.57E-05,1.74E-05,0.000183995,4.86E-05,0.000158136,0,1.50E-05,0,0,0.000177032,0,0,1.15E-05,0.000260851,3.90E-05,0,0,0.000257713,0,0.0002743,0.000147781,0,0.000541599,7.03E-05,3.23E-05,0.000232246,2.66E-05,0,0,5.52E-05,0,5.85E-05,0.000191048
LINC-AC005670.2-1,8.73E-05,0.000347967,0.000250773,7.34E-05,9.46E-05,0.000125711,0.000244453,0.000199512,9.58E-05,0.000170079,0.000354652,0.000128555,0.000483005,0.000182365,0.000476676,6.53E-05,0.000117362,5.38E-05,0.000268151,3.37E-05,9.96E-06,8.34E-06,0.000698091,0.000242008,0.001186964,0.000263882,0.000120875,0.00047092,0.000314867,8.08E-05,0.000623801,0.000123006,0.000150679,0.000192613,0.000141649,5.58E-05,0.000129751,0.000363183
LINC-AC007906.2-5,0,0,0.000107026,0,2.57E-05,6.64E-05,0,0.00039743,5.84E-05,0.000200845,0,8.09E-07,8.61E-05,0.000520092,0,0,3.87E-05,0,0,0.000104761,0.00025607,0,0.000880428,0,0.000190533,0,0,0,0.000111396,1.45E-05,0.00060379,0.000173223,0,0,0.00034994,0.000141219,0.000227235,0.000230708
LINC-AC010326.1-1,8.12E-05,5.85E-05,3.70E-05,5.27E-05,2.90E-05,2.43E-05,5.67E-05,0.000105509,2.25E-05,2.72E-05,7.36E-05,4.38E-05,0.00010352,3.55E-05,8.35E-05,1.56E-05,7.41E-05,1.31E-05,9.54E-05,1.84E-05,2.60E-06,9.92E-06,0.000163303,8.96E-05,0.000189836,5.84E-05,2.44E-05,0.000140561,2.84E-05,1.67E-05,0.00012224,4.48E-05,4.54E-05,5.48E-05,4.91E-05,4.54E-05,1.08E-05,8.13E-05
LINC-AC092279.1-1,3.86E-05,9.70E-05,3.79E-05,4.63E-05,2.28E-05,1.73E-05,8.79E-05,0.000249769,0,0,0.000130831,2.12E-05,8.67E-05,0,0.000155879,1.04E-05,3.38E-05,1.57E-05,2.87E-05,9.09E-06,0,1.45E-05,0.000206795,3.58E-05,0.000434674,0.00010021,0,0.000119931,4.68E-05,1.68E-05,0.000113195,0,7.93E-05,6.16E-05,7.44E-05,0,0,1.89E-05
LINC-AC092835.1-1,5.95E-05,6.46E-05,7.60E-05,7.29E-05,8.43E-06,2.87E-05,8.29E-05,4.53E-05,1.60E-05,4.34E-05,8.01E-05,3.22E-05,0.000115179,8.77E-05,0.000107568,3.78E-05,5.68E-05,1.95E-05,9.02E-05,1.12E-05,8.69E-06,3.01E-05,5.79E-05,9.91E-05,0.000103669,7.75E-05,2.93E-05,9.28E-05,5.24E-05,1.86E-05,0.000106651,5.23E-05,6.06E-05,7.77E-05,5.17E-05,4.43E-05,6.14E-05,0.000122936
LINC-AC105052.3-2,6.59E-05,0.000102837,9.70E-05,0.000173145,4.34E-05,5.27E-05,0.000154694,0.000344442,3.00E-05,0,4.91E-05,9.73E-05,0.000224843,0.000128303,0.000109062,0.000155053,0.000182922,3.18E-05,0,3.01E-05,0,3.69E-05,0.000282098,0.000145389,0.000114947,0.000178568,1.80E-05,0.000237467,0.00011446,8.04E-05,0.00029146,9.80E-05,0.000109747,9.10E-05,4.33E-05,0,3.36E-05,0.000335788
LINC-AC115220.1-11,0,0.000176516,0,0,0,2.66E-05,0,0.000132064,0,0.000174766,0,0,0.000355546,0,0,0,0,0,0,2.29E-05,0,0,0.000546533,0.000151794,0.001243849,0,0,0.000249248,0,0,0.000168831,0.000262608,9.42E-05,0,0,0.000265717,0,0.00016756
LINC-AC115220.1-2,2.26E-05,3.97E-05,3.13E-05,3.82E-05,2.51E-05,2.70E-05,4.87E-05,0.000140715,1.78E-05,2.27E-05,6.93E-05,4.67E-05,3.70E-05,3.75E-05,7.50E-05,1.09E-05,3.74E-05,1.17E-05,0.000106901,1.45E-05,4.08E-05,1.05E-05,0.000151521,5.92E-05,0.000172949,4.19E-05,1.54E-05,9.48E-05,4.62E-05,2.68E-05,5.83E-05,2.13E-05,3.68E-05,4.06E-05,7.43E-05,3.79E-05,7.08E-05,0.000137486
LINC-AC116366.3-1,9.82E-05,7.93E-05,5.97E-05,8.63E-05,4.51E-05,1.96E-05,7.43E-05,8.51E-05,2.61E-05,7.07E-05,9.25E-05,5.80E-05,0.000136703,6.13E-05,0.000144777,5.42E-05,0.0001175,1.84E-05,0.000184928,1.17E-05,2.40E-05,1.42E-05,0.000194071,0.000156231,0.000288066,0.0001306,3.38E-05,0.00014605,0.000148764,4.10E-05,0.000241428,7.16E-05,8.97E-05,9.39E-05,5.10E-05,5.09E-05,5.69E-05,0.000126803
LINC-AC119674.2-2,4.90E-05,6.40E-05,8.48E-05,0.000149069,7.85E-05,2.59E-05,7.04E-05,7.10E-05,2.18E-05,5.03E-05,0.00014015,6.59E-05,0.000199058,7.52E-05,0.000132372,6.60E-05,9.38E-05,2.11E-05,9.93E-05,2.19E-05,1.53E-05,1.52E-05,0.00013329,0.000258315,0.000358144,0.000176464,6.40E-05,0.000146547,6.55E-05,4.28E-05,0.000115216,6.10E-05,0.000136525,0.000184299,6.30E-05,7.81E-05,5.55E-05,0.000140358
LINC-AC124312.1-2,0,0,0,6.98E-05,0,3.00E-05,0.000219515,0,9.59E-07,0,0,0.000176354,0,0.000119553,0.000545146,0,0,0,0.000158748,0,0,0,0.000589443,0,0,0,0.000172978,0,0,0,0,0,0,0,0,0,0,0
LINC-AC134980.3-7,0.000125215,6.53E-05,4.19E-05,3.26E-05,2.50E-05,1.08E-05,4.73E-05,5.91E-05,4.13E-05,0.000275622,0.000488246,0.000127562,0.000120428,0.000178542,0.000164518,7.44E-05,0.000162566,2.90E-05,7.18E-05,2.14E-05,4.21E-05,1.99E-05,6.24E-05,1.76E-05,3.93E-05,6.82E-05,7.44E-05,0.000251897,0.000188894,2.67E-05,4.11E-05,5.68E-05,0.000225195,0.000415175,0.000254488,0.000176688,3.30E-05,4.06E-05
LINC-AC136428.1-14,0.000209029,0.000482885,0.000174933,0.000119932,8.54E-05,6.09E-05,0.000238561,8.83E-05,0.000111898,0,8.35E-05,0.000295018,0.000234056,0.00050461,0.000114605,0.00011694,0.000178633,5.53E-05,8.05E-05,6.68E-05,0,5.26E-05,0.000487511,0.000295378,0.000839085,0,0.000271435,0.000314695,0,2.96E-05,0.0005645,0.00041621,0.000345376,0.000343513,0.000692103,7.02E-05,0.000205727,0.000461935
LINC-AC136428.1-19,0,9.52E-05,6.89E-05,7.50E-05,8.85E-05,0,0,0,3.42E-05,0,0,0.000130216,0.000612663,0.000265052,0,0,0,0,0,8.77E-05,0,0,0,0,0.000617141,0,0,0.000298596,0,3.42E-05,0.000378419,0,0.000214418,0.000151485,0.00039334,0.000174442,0,0.000339198
LINC-AC136428.1-23,0.000268072,0,0.000182132,0,0,2.00E-05,0.000205846,0.000102798,0,0,0.000447117,0,0,0,0.000266774,0.000124428,0,0,0,1.62E-05,0,0,0,0,0,0.000129583,0,0,0,1.99E-05,0.000137726,0,0,0,0,9.37E-05,0,0
LINC-AC136428.1-36,3.93E-06,0.000178339,7.76E-05,0,1.69E-05,3.28E-05,0.000127549,0.00011896,0,0.000189456,0.000103202,0,9.10E-05,6.98E-05,0.000582913,2.28E-05,0,0,8.26E-05,6.92E-06,2.53E-05,4.29E-06,0.000212164,5.24E-05,0.000322429,0.000271849,5.74E-05,0.000518181,0.000167575,1.87E-05,0.000236283,0,0,7.30E-06,6.02E-05,0,3.99E-05,4.56E-13
LINC-AC136428.1-40,0.000104352,6.29E-05,0.000114486,9.61E-05,6.99E-05,6.01E-05,8.42E-05,0.000224072,5.45E-05,7.58E-05,6.94E-05,0.000102309,0.000189384,2.72E-05,0.000206423,3.15E-05,6.54E-05,2.40E-05,0.000176564,3.03E-05,2.95E-05,4.91E-06,0.000220128,0.000126794,0.000265033,7.19E-05,0.000123708,0.000188107,6.76E-05,3.51E-05,0.000106966,0.000177697,0.000137653,7.41E-05,8.23E-05,8.48E-05,3.57E-05,0.000279589
LINC-AC136428.1-90,0.000114895,6.90E-05,8.42E-05,0.000127714,2.41E-05,4.14E-05,6.22E-05,0.000130624,1.73E-05,0.000113883,0.000161096,0.000109878,0.00012119,0.000193857,0.000122507,0.000230491,0.000119285,2.00E-05,0.00029739,3.71E-05,3.18E-05,8.40E-05,0.000107444,8.58E-05,0.000124867,1.57E-05,4.16E-05,0.000153493,6.97E-05,5.56E-05,0.000106686,7.80E-05,8.39E-05,0.000137996,6.40E-05,0.000143135,0.00014439,0.000246194
LINC-AC138969.1-1,8.35E-05,8.80E-05,7.06E-05,5.27E-05,2.14E-05,5.27E-05,9.92E-05,0.00012487,1.78E-05,0.0001038,5.55E-05,9.51E-05,9.12E-05,6.88E-05,0.000100223,3.72E-05,3.07E-05,2.57E-05,0.000159736,1.73E-05,2.04E-05,9.30E-06,0.000110479,0.00012224,0.000188951,6.47E-05,6.23E-05,7.58E-05,1.95E-05,3.59E-05,9.47E-05,7.05E-05,0.000116653,6.69E-05,5.00E-05,5.35E-05,0.000114854,0.000189503
LINC-AC138969.1-2,4.68E-05,9.53E-05,7.76E-05,0.000194514,2.35E-05,2.28E-05,0.00010953,0.000144165,3.20E-05,5.12E-05,6.87E-05,0.000168567,0.000155331,4.55E-05,5.46E-05,0.000129802,7.95E-05,3.34E-05,2.60E-05,2.66E-05,0,2.37E-05,0.000126869,0.000116775,0.000258305,1.17E-05,0,3.57E-05,3.75E-05,7.82E-05,0.000103422,0.000133836,6.23E-05,9.17E-05,7.90E-06,3.05E-05,0,0.000205796
LINC-AC253572.1-2,4.11E-05,7.85E-05,2.88E-05,1.94E-05,2.73E-05,3.32E-05,8.93E-05,0.000128011,2.87E-05,5.42E-05,0.000127786,6.01E-05,0.000278596,8.42E-05,0.000117606,2.62E-05,5.33E-05,1.12E-05,0.000106741,1.22E-05,3.72E-05,2.34E-05,0.000164586,6.59E-05,0.000227427,5.67E-05,0.000106239,0.000277098,8.56E-05,1.62E-05,4.90E-05,1.24E-05,5.51E-05,0.000114028,5.53E-05,5.76E-05,1.40E-05,5.69E-05
LINC-AC253572.1-4,3.27E-05,9.15E-05,1.88E-05,1.87E-05,1.43E-05,2.67E-05,3.15E-05,0,2.36E-05,2.47E-05,7.59E-05,3.01E-05,0.000222692,0.000154079,0.000137816,5.01E-05,4.07E-05,8.29E-06,3.45E-05,5.52E-06,6.18E-06,5.13E-06,7.18E-05,0.000144398,0.000144214,0.000119366,0,0.000124816,0.000148721,1.84E-05,0.000170938,5.02E-05,7.04E-06,2.93E-05,1.08E-05,0,2.98E-05,0.00012282
LINC-ACADM-1,3.23E-05,9.00E-05,1.28E-05,2.01E-05,2.85E-05,5.79E-06,5.19E-05,0.000111268,3.25E-05,4.38E-05,6.23E-05,3.20E-05,0.000157157,5.95E-06,2.05E-05,1.11E-05,1.41E-05,1.92E-05,0.000101573,1.43E-05,1.20E-05,4.18E-06,5.02E-05,0.00010817,6.36E-05,9.02E-05,3.54E-05,0.000116557,2.30E-05,3.11E-05,0.000144974,3.56E-06,9.11E-05,0.000106314,4.23E-05,7.71E-05,7.99E-05,0.000136861
LINC-ACAT1-1,4.17E-05,9.73E-05,4.32E-05,4.31E-05,1.72E-05,2.20E-05,8.01E-05,9.43E-05,1.60E-05,7.04E-05,9.10E-05,3.27E-05,0.000144074,6.23E-05,0.000108868,2.30E-05,4.03E-05,9.40E-06,0.000118853,1.05E-05,1.22E-05,1.38E-05,0.000174224,9.92E-05,0.000218565,3.56E-05,3.96E-05,0.000115299,5.83E-05,1.82E-05,0.000104527,2.27E-05,6.40E-05,7.71E-05,4.92E-05,3.53E-05,6.61E-05,9.99E-05
LINC-ACAT1-2,0.000331838,0.000201021,2.73E-05,0.000160514,8.04E-05,3.59E-05,0.000125611,0.000128162,5.06E-05,0,0.000196079,6.27E-05,0.000467752,0,0.000332187,3.75E-05,0.000212284,6.54E-05,0.000574503,0.000101444,0,0,0.000147061,0.000312649,0.000230614,0.000309815,7.03E-05,0.000253383,9.59E-05,6.91E-05,8.35E-05,3.79E-05,4.42E-05,0.000127002,0,0,0,0.00076756
LINC-ACBD5-1,7.29E-05,7.90E-05,6.92E-05,0.000101185,4.24E-05,2.59E-05,6.68E-05,9.11E-05,2.97E-05,0.000118372,0.000113416,4.12E-05,0.000143243,4.01E-05,8.32E-05,5.76E-05,6.09E-05,1.38E-05,0.000110354,1.11E-05,1.18E-05,2.51E-06,0.000142168,0.000120344,0.000105648,0.000166211,7.39E-05,0.000113581,0.000120859,3.37E-05,0.000126961,9.75E-05,0.000120228,0.000129195,9.53E-05,8.40E-05,8.82E-05,0.000149231
LINC-ACER2-1,4.38E-05,6.90E-05,5.23E-05,4.00E-05,1.66E-05,1.12E-05,3.52E-05,3.89E-05,2.37E-05,1.33E-05,2.76E-05,1.03E-05,0.000193971,2.97E-05,5.23E-05,2.02E-05,6.76E-05,1.05E-05,3.57E-05,6.82E-06,1.11E-05,3.16E-06,5.70E-05,0.00011197,0.000148639,7.67E-05,2.03E-05,0.000302512,4.57E-05,3.61E-05,0.00019285,2.00E-05,0.000102863,0.000105635,9.01E-05,5.63E-05,7.23E-06,3.17E-05
LINC-ACHE-1,6.38E-05,0.000244985,0.000109365,0.000143551,5.68E-05,6.14E-05,6.84E-05,0.000372888,3.26E-05,3.88E-05,8.61E-05,8.03E-05,0.000279808,9.34E-05,0.000418716,3.21E-05,0.000170892,2.68E-05,5.76E-05,2.60E-05,2.71E-05,0,0.000290085,4.60E-05,0.000159123,0.000247475,0.000145002,0.000219412,5.86E-05,5.36E-05,0.000177491,8.61E-05,0.000147292,7.40E-05,0.000122048,4.46E-05,0,0.000467876
LINC-ACOD1-1,0.000225383,0.000325109,0.000110609,0.000147548,9.45E-05,3.84E-05,0.000313497,0.000365277,0.000101116,0.000356676,0.000255563,8.30E-05,0.000126418,6.46E-05,0.000189525,2.03E-05,0.000164436,7.64E-05,0.000308862,4.88E-05,0,0,0.000493667,0.000521318,0.000960852,0.000290717,0,0.000408113,0.00036285,0.000109057,0.000769893,0.000185211,0.000289038,0.000239717,0.000357682,0.000231016,3.98E-05,0.00068127
LINC-ACOT6-1,0.000113229,7.12E-05,5.57E-05,0.000111277,0.000156305,4.93E-05,4.30E-05,8.98E-05,9.47E-05,5.14E-05,0.000228226,0.000102672,0.000319751,9.19E-05,0.000172553,4.13E-05,4.90E-05,4.49E-05,8.01E-05,1.91E-05,5.22E-05,0,0.000200951,0.000106889,0.000320275,7.47E-05,0,0.000527317,6.86E-05,1.58E-05,0.000169326,0.000129452,2.93E-05,0,5.37E-05,0.000200012,5.71E-05,0.000133095
LINC-ACOX3-1,0.000103686,0.000133636,9.26E-05,7.03E-05,3.01E-05,3.85E-05,0.000145794,0.000105578,4.27E-05,6.68E-05,0.00016841,0.000104858,0.000194874,8.97E-05,0.00015749,3.28E-05,7.16E-05,3.01E-05,0.00020505,1.49E-05,9.15E-06,2.30E-05,0.000231172,0.000158292,0.000290761,0.000106895,5.85E-05,0.00028672,0.000144805,3.48E-05,0.000199889,3.82E-05,7.68E-05,0.000144558,4.73E-05,3.66E-05,4.57E-05,0.000134814
LINC-ACTBL2-6,6.75E-06,0.000124811,0.000194043,1.12E-05,1.94E-05,4.33E-05,5.60E-05,0.000118146,1.03E-05,9.07E-05,4.04E-05,2.60E-05,0.000277972,0.000162844,4.99E-05,2.48E-05,4.28E-05,3.94E-05,0.000106297,4.49E-05,5.45E-06,4.59E-06,4.36E-05,0.000138882,0.000138862,6.53E-05,4.34E-06,0.00022981,6.00E-05,7.76E-06,0.000145999,1.32E-05,5.09E-05,0.000156315,4.70E-05,3.58E-05,1.26E-05,7.04E-05
LINC-ACTL6A-1,0,0.000262754,0,0,8.96E-05,0,0.000129563,0,0,0.000172343,0.000153111,5.03E-05,0.000703484,0,0.000329666,4.37E-05,0,0.000107464,0.000408753,2.25E-05,8.23E-05,0,0.000135233,0.000301416,0.000273608,0,0,0.00074019,0,5.43E-05,0,0.000130391,0,0,0.00082665,0,0.000361065,0
LINC-ACTL7B-4,0.000146448,0.000129565,7.37E-05,9.63E-05,6.38E-05,2.98E-05,8.15E-05,9.46E-05,7.94E-05,0.000135237,0.000154429,0.000141525,0.000216348,8.11E-05,9.72E-05,7.93E-05,0.000148465,1.91E-05,0.000151845,4.21E-05,1.25E-05,1.86E-05,0.000154292,0.000164119,0.000437851,9.40E-05,4.89E-05,0.000377849,0.000126101,4.35E-05,0.000220081,2.89E-05,0.000149828,0.000125973,8.50E-05,6.99E-05,6.93E-05,0.00011608
LINC-ACTR2-1,8.84E-05,0.000122497,4.75E-05,7.08E-05,4.48E-05,3.59E-05,0.000133214,0.000142765,6.87E-05,7.89E-05,0.000196412,5.61E-05,0.000220001,5.29E-05,0.000296433,4.30E-05,9.61E-05,3.28E-05,0.00011561,2.04E-05,3.90E-05,1.86E-05,0.000671899,0.000216507,0.000640118,0.000119273,7.18E-05,0.000368769,0.000113978,3.96E-05,0.000337982,4.80E-05,7.98E-05,0.000139504,0.000261577,6.02E-05,3.36E-05,0.000195928
LINC-ACTR2-3,0,0.00036447,0,0.00026545,0.00027913,3.20E-05,0.00044534,0.000162727,0,0,0.000324206,6.11E-05,0.000365727,0.000159541,0,0,0.00031219,0,0.000368541,0,0,0,0.00025654,0.000191798,0.00066791,0.000132775,0.00077543,0.00026009,0,0.000173278,0.000524219,0,0,0.00026726,0.000174357,0,0.000193696,0.000105262
LINC-ACTR3-1,0.000155763,0.000135882,8.26E-05,0.000102768,4.75E-05,4.70E-05,0.00012831,0.000210407,5.57E-05,9.42E-05,0.000199624,6.34E-05,0.000262897,0.000134823,0.000180709,5.73E-05,0.000170876,3.93E-05,0.000169777,1.78E-05,1.61E-05,7.30E-06,0.000446827,0.000166144,0.000398659,0.000128064,4.81E-05,0.00030868,0.00011287,4.78E-05,0.000249657,3.66E-05,9.53E-05,0.000236754,0.000117506,7.47E-05,0.000105748,0.000237099
LINC-ACTR3-2,0.000115968,7.44E-05,5.91E-05,5.22E-05,3.52E-05,2.43E-05,8.62E-05,0.000116171,4.04E-05,6.65E-05,0.000173965,5.05E-05,0.000183604,0.000105922,9.04E-05,4.61E-05,7.39E-05,1.73E-05,0.000130506,2.16E-05,8.46E-06,4.80E-06,0.000188741,7.45E-05,0.000223835,8.94E-05,0,0.000201873,8.65E-05,3.25E-05,0.000142787,3.07E-05,6.36E-05,0.000102633,9.11E-05,5.88E-05,4.12E-05,8.48E-05
LINC-ACTR3-3,4.84E-05,4.17E-05,3.10E-05,4.18E-05,1.85E-05,1.85E-05,6.26E-05,8.63E-05,2.34E-05,6.03E-05,0.000104223,2.87E-05,0.000142405,7.97E-05,8.67E-05,3.36E-05,6.72E-05,1.27E-05,8.87E-05,1.03E-05,1.31E-05,5.91E-06,0.00017154,6.68E-05,0.00012655,3.26E-05,3.03E-05,0.000130485,4.55E-05,2.28E-05,0.000110101,1.03E-05,6.08E-05,7.73E-05,6.91E-05,3.47E-05,3.72E-05,9.03E-05
LINC-ACTR3-4,0,0.00035841,0,0,9.89E-05,1.98E-05,0.000203203,0.000203131,7.47E-05,0,0,0.000106982,0,7.37E-05,0.00039574,3.07E-05,0.000227646,0,9.83E-05,1.60E-05,0,0,0.000446035,0,0.001130248,0.00038995,0,0.000588034,0.000262125,7.84E-05,0.000409015,3.21E-05,7.44E-05,0.000403644,0.000125714,0,0,0
LINC-ACTR3C-3,0.000146013,0.000106748,3.80E-05,3.51E-05,3.38E-05,3.56E-05,8.79E-05,0.000119025,3.55E-05,8.53E-05,7.69E-05,0,0.000258973,0.000173481,5.86E-05,2.51E-05,0.000102837,3.00E-05,9.03E-05,3.55E-06,0,0,0.000301115,2.65E-05,0.000234531,7.10E-05,2.56E-05,0.000404412,0.000102904,5.22E-05,8.43E-05,4.18E-05,0.000104451,0.000185919,2.83E-05,7.05E-05,0,7.32E-05
